"last_name, first_name",player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
"Phillips, Tyler",663969,MIA,ST,Sweeper,0.8,4,450,24.4,106,0.232,0.384,0.3,32.8,27.4,30.5,0.206,0.374,0.276,38.6
"Montero, Keider",672456,DET,SL,Slider,1.7,7,412,19.1,105,0.196,0.289,0.247,27.9,29.5,25.4,0.188,0.287,0.232,27.9
"Ginkel, Kevin",656464,AZ,FF,4-Seam Fastball,-0.4,-2,465,47.1,105,0.269,0.462,0.35,17.9,19.0,14.3,0.281,0.497,0.365,49.4
"Sproat, Brandon",687075,MIL,FF,4-Seam Fastball,0.1,1,430,24.9,105,0.205,0.341,0.317,23.0,27.6,19.2,0.232,0.387,0.334,42.4
"Peralta, Freddy",642547,TB,CU,Curveball,-0.1,0,377,14.1,105,0.238,0.465,0.312,32.8,30.5,20.9,0.196,0.326,0.241,34.8
"Quantrill, Cal",615698,TEX,FS,Split-Finger,0.1,0,363,22.9,105,0.21,0.33,0.255,25.0,21.9,17.2,0.225,0.34,0.264,32.5
"Antone, Tejay",622088,CIN,ST,Sweeper,0.7,3,442,54.0,104,0.163,0.261,0.266,33.0,29.8,21.4,0.194,0.287,0.253,25.4
"Suarez, Ranger",624133,BOS,FC,Cutter,1.0,4,407,19.3,104,0.226,0.376,0.313,14.5,10.6,13.3,0.253,0.376,0.304,28.2
"Rogers, Trevor",669432,BAL,ST,Sweeper,1.2,4,344,14.1,104,0.189,0.295,0.237,30.8,36.5,21.8,0.173,0.236,0.212,20.3
"Dreyer, Jack",676263,LAD,FF,4-Seam Fastball,1.3,6,434,46.9,104,0.213,0.371,0.306,26.2,32.7,25.8,0.197,0.353,0.29,50.0
"Burrows, Mike",681347,HOU,FF,4-Seam Fastball,-2.0,-9,447,28.5,104,0.316,0.716,0.454,12.7,17.3,14.9,0.301,0.569,0.397,53.2
"Scott, Christian",681035,NYM,ST,Sweeper,0.7,3,417,23.1,104,0.194,0.258,0.251,30.9,34.6,24.0,0.188,0.253,0.245,19.3
"Myers, Tobias",668964,NYM,FF,4-Seam Fastball,0.4,1,350,47.0,104,0.289,0.474,0.355,12.2,14.4,15.2,0.301,0.485,0.36,51.2
"Melton, Troy",675512,DET,FC,Cutter,2.8,10,354,21.9,104,0.189,0.305,0.263,20.5,14.4,16.7,0.224,0.329,0.277,35.0
"Alcantara, Sandy",645261,MIA,FC,Cutter,2.1,9,454,14.8,104,0.196,0.283,0.263,22.8,16.3,19.5,0.236,0.352,0.301,31.6
"Bibee, Tanner",676440,CLE,CH,Changeup,-0.5,-2,408,15.2,104,0.179,0.316,0.255,36.6,28.8,20.8,0.187,0.273,0.235,19.7
"Farris, Mitch",815083,LAA,FF,4-Seam Fastball,-1.7,-7,391,47.9,103,0.264,0.54,0.402,16.5,23.3,23.5,0.275,0.529,0.395,54.0
"Burke, Sean",680732,CWS,SI,Sinker,-0.3,-1,375,14.4,103,0.264,0.429,0.347,10.7,9.7,12.3,0.293,0.46,0.366,38.3
"Brown, Ben",676962,CHC,CU,Curveball,3.4,12,366,36.5,103,0.124,0.186,0.16,44.3,40.8,29.6,0.177,0.263,0.222,39.3
"Cano, Yennier",666974,BAL,SI,Sinker,2.1,8,397,54.0,103,0.194,0.258,0.265,22.2,15.5,24.6,0.209,0.281,0.262,37.2
"Suter, Brent",608718,ATL,FF,4-Seam Fastball,-1.5,-5,368,25.6,103,0.298,0.511,0.388,21.5,23.3,17.8,0.23,0.395,0.305,31.4
"Weaver, Luke",596133,PIT,FF,4-Seam Fastball,1.4,6,420,50.5,103,0.202,0.266,0.261,21.8,27.2,22.2,0.219,0.319,0.269,38.8
"Tolle, Payton",801139,BOS,FC,Cutter,1.8,7,408,19.5,103,0.224,0.347,0.268,28.5,23.3,20.7,0.217,0.332,0.258,28.4
"Nance, Tommy",667297,MIN,SL,Slider,1.6,6,390,43.8,103,0.223,0.351,0.289,33.7,28.2,31.9,0.249,0.4,0.316,37.9
"Gusto, Ryan",687473,MIA,FF,4-Seam Fastball,-0.3,-1,356,28.1,102,0.239,0.409,0.328,23.4,30.4,21.8,0.259,0.455,0.352,50.0
"Patrick, Chad",694477,MIL,SI,Sinker,-0.1,0,377,23.3,102,0.307,0.466,0.38,14.0,11.8,13.5,0.268,0.435,0.344,43.0
"Dreyer, Jack",676263,LAD,SL,Slider,0.3,1,344,37.2,102,0.216,0.361,0.287,32.8,27.5,24.3,0.225,0.371,0.276,34.8
"Leahy, Kyle",681517,STL,SI,Sinker,1.6,5,284,13.0,102,0.244,0.3,0.312,11.9,21.6,21.2,0.269,0.379,0.329,48.5
"Gasser, Robert",688107,MIL,FF,4-Seam Fastball,-0.4,-1,362,23.6,102,0.232,0.358,0.293,27.1,29.4,17.8,0.219,0.326,0.266,23.1
"Junk, Janson",676083,MIA,SL,Slider,-0.4,-1,359,20.4,102,0.263,0.495,0.373,15.8,14.7,14.4,0.28,0.483,0.35,41.3
"Meyer, Max",676974,MIA,FF,4-Seam Fastball,-0.7,-3,430,24.0,102,0.202,0.494,0.35,12.5,10.8,12.5,0.243,0.547,0.378,51.3
"Feltner, Ryan",663372,COL,CH,Changeup,0.4,1,335,18.0,101,0.207,0.337,0.247,45.7,41.6,28.6,0.156,0.241,0.195,25.9
"Scott, Tanner",656945,LAD,FF,4-Seam Fastball,-0.1,-1,414,47.5,101,0.242,0.421,0.313,27.6,27.7,20.3,0.259,0.441,0.318,39.7
"Flaherty, Jack",656427,DET,SL,Slider,-0.5,-2,397,24.2,101,0.281,0.494,0.371,32.0,23.8,16.8,0.246,0.41,0.326,45.5
"Griffin, Foster",656492,CLE,FF,4-Seam Fastball,-0.3,-1,436,16.3,101,0.214,0.393,0.325,17.0,31.7,16.9,0.22,0.379,0.323,35.8
"Kittredge, Andrew",552640,BAL,SL,Slider,0.1,0,327,48.8,101,0.227,0.361,0.306,35.9,32.7,23.1,0.233,0.334,0.262,31.3
"Cavalli, Cade",676917,WSH,SI,Sinker,0.5,2,338,12.5,100,0.341,0.42,0.388,11.7,10.0,19.2,0.285,0.392,0.341,47.4
"Kremer, Dean",665152,MIN,FS,Split-Finger,0.0,0,317,26.4,100,0.198,0.396,0.268,38.4,38.0,24.8,0.195,0.342,0.248,25.9
"Baker, Bryan",641329,TB,FF,4-Seam Fastball,2.2,10,467,51.9,100,0.133,0.145,0.226,24.6,23.0,15.1,0.214,0.337,0.311,41.0
"Iglesias, Raisel",628452,ATL,CH,Changeup,0.7,2,308,36.3,100,0.213,0.362,0.293,39.6,29.0,26.1,0.217,0.338,0.266,27.7
"Rolison, Ryan",669020,CHC,FF,4-Seam Fastball,0.4,1,356,40.9,100,0.207,0.39,0.335,14.0,21.0,21.0,0.228,0.399,0.341,46.0
"Keller, Mitch",656605,PIT,ST,Sweeper,-2.7,-8,302,16.0,100,0.209,0.484,0.325,24.0,25.0,17.2,0.216,0.396,0.3,34.3
"Chandler, Bubba",696149,PIT,CH,Changeup,0.5,2,355,14.6,100,0.2,0.267,0.263,24.7,23.0,17.3,0.23,0.31,0.281,22.4
"Bachar, Lake",669199,PIT,FF,4-Seam Fastball,1.0,4,387,29.7,100,0.182,0.42,0.305,16.8,17.0,16.8,0.197,0.424,0.314,40.8
"Patrick, Chad",694477,MIL,FF,4-Seam Fastball,1.5,6,413,25.5,100,0.172,0.264,0.25,31.4,30.0,18.6,0.206,0.319,0.283,37.9
"Silseth, Chase",681217,TEX,FF,4-Seam Fastball,1.0,4,412,41.5,100,0.197,0.276,0.307,38.4,31.0,23.5,0.215,0.364,0.338,39.6
"Brazobán, Huascar",623211,CWS,CH,Changeup,0.9,3,384,39.1,99,0.17,0.261,0.249,33.7,28.3,16.3,0.174,0.244,0.232,19.4
"Houser, Adrian",605288,SF,FF,4-Seam Fastball,1.2,4,375,21.7,99,0.183,0.301,0.229,18.6,27.3,17.9,0.218,0.33,0.257,41.8
"Orze, Eric",679358,MIN,FS,Split-Finger,-0.6,-2,340,50.2,99,0.253,0.368,0.31,27.3,22.2,23.2,0.247,0.333,0.278,24.3
"Mejia, Juan",675848,COL,ST,Sweeper,0.0,0,429,36.8,99,0.218,0.391,0.298,33.5,29.3,19.9,0.22,0.389,0.304,35.0
"Natera Jr., Samy",696519,LAA,FF,4-Seam Fastball,1.9,9,463,79.8,99,0.209,0.267,0.259,31.3,31.3,23.1,0.208,0.302,0.27,38.6
"Eovaldi, Nathan",543135,TEX,FC,Cutter,-0.1,0,387,19.3,99,0.244,0.433,0.344,27.3,18.2,18.4,0.275,0.504,0.365,33.3
"Lodolo, Nick",666157,CIN,FF,4-Seam Fastball,-1.1,-5,433,26.8,99,0.262,0.476,0.36,18.2,23.2,16.4,0.228,0.398,0.319,45.3
"Senzatela, Antonio",622608,MIL,FC,Cutter,1.7,6,357,33.4,99,0.22,0.308,0.268,27.1,17.2,20.2,0.232,0.325,0.277,31.1
"Young, Brandon",687064,BAL,SL,Slider,-0.6,-2,347,15.4,99,0.213,0.372,0.277,39.9,36.4,25.2,0.204,0.378,0.266,37.3
"Hicks, Jordan",663855,CWS,SI,Sinker,-1.2,-4,370,47.1,99,0.341,0.482,0.425,11.9,14.1,17.7,0.275,0.319,0.316,33.3
"Senzatela, Antonio",622608,MIL,FF,4-Seam Fastball,-1.0,-3,342,32.0,98,0.294,0.447,0.369,29.4,28.6,19.9,0.24,0.359,0.312,45.8
"Ober, Bailey",641927,MIN,SL,Slider,0.7,2,335,17.8,98,0.242,0.4,0.293,13.4,17.3,20.7,0.236,0.396,0.277,36.7
"McClanahan, Shane",663556,TB,SL,Slider,1.1,4,337,18.4,98,0.234,0.362,0.269,27.4,20.4,24.4,0.271,0.466,0.33,41.9
"López, Reynaldo",625643,ATL,SL,Slider,-1.5,-6,410,31.4,98,0.217,0.349,0.302,34.7,27.6,18.8,0.254,0.39,0.334,33.9
"Warren, Will",701542,NYY,ST,Sweeper,-1.1,-5,467,19.4,98,0.337,0.584,0.408,23.0,17.3,15.9,0.291,0.483,0.359,40.0
"Walker, Ryan",676254,SF,SI,Sinker,-1.1,-4,397,65.2,98,0.354,0.488,0.407,12.0,15.3,13.8,0.256,0.369,0.328,37.1
"Pomeranz, Drew",519141,CHC,FF,4-Seam Fastball,-1.5,-5,349,73.0,98,0.31,0.595,0.418,18.3,10.2,13.7,0.258,0.49,0.361,35.5
"Klein, Will",694361,LAD,FF,4-Seam Fastball,0.3,1,388,50.9,98,0.253,0.356,0.336,21.1,24.5,21.8,0.238,0.316,0.292,44.4
"Webb, Logan",657277,SF,ST,Sweeper,1.1,5,477,19.9,98,0.205,0.295,0.276,23.5,27.6,23.3,0.223,0.363,0.296,32.8
"Kay, Anthony",641743,CWS,ST,Sweeper,-0.6,-4,588,22.8,97,0.25,0.434,0.371,33.3,20.6,15.7,0.22,0.337,0.322,23.7
"Dodd, Dylan",689266,ATL,SI,Sinker,0.4,2,433,60.5,97,0.165,0.365,0.276,25.4,24.7,15.7,0.183,0.392,0.293,45.2
"Kay, Anthony",641743,CWS,FC,Cutter,-0.1,-1,438,17.0,97,0.272,0.469,0.394,17.9,6.2,7.8,0.316,0.586,0.434,32.9
"Yamamoto, Yoshinobu",808967,LAD,SI,Sinker,2.1,7,320,12.5,97,0.182,0.273,0.253,13.4,25.8,26.6,0.207,0.288,0.257,44.4
"Soriano, George",666277,STL,CH,Changeup,0.1,0,326,30.6,97,0.212,0.353,0.294,37.3,39.2,26.2,0.178,0.246,0.242,27.1
"Medina, Luis",665622,ATH,FF,4-Seam Fastball,-2.2,-8,349,29.7,97,0.342,0.544,0.432,22.7,26.8,21.5,0.243,0.421,0.353,46.3
"Suarez, Ranger",624133,BOS,FF,4-Seam Fastball,1.8,9,480,22.8,97,0.224,0.247,0.279,15.8,22.7,19.5,0.246,0.343,0.309,31.7
"Williams, Devin",642207,NYM,CH,Changeup,-0.4,-1,337,46.3,97,0.289,0.411,0.338,39.2,33.0,24.4,0.2,0.304,0.247,20.3
"Brown, Hunter",686613,HOU,FF,4-Seam Fastball,0.7,4,507,31.8,97,0.155,0.286,0.258,22.3,33.0,21.6,0.142,0.239,0.227,49.1
"Cameron, Noah",702070,KC,SL,Slider,-0.7,-2,331,12.7,97,0.222,0.444,0.306,35.7,35.1,24.5,0.233,0.47,0.315,44.8
"Hader, Josh",623352,HOU,SI,Sinker,4.3,17,387,64.0,96,0.099,0.154,0.14,29.5,37.5,25.4,0.115,0.184,0.157,29.1
"Suarez, Ranger",624133,BOS,CU,Curveball,0.7,2,350,16.6,96,0.253,0.345,0.294,38.5,42.7,27.9,0.158,0.243,0.214,31.9
"Wheeler, Zack",554430,PHI,FS,Split-Finger,1.4,5,363,15.4,96,0.174,0.293,0.221,45.8,39.6,24.4,0.199,0.284,0.229,25.9
"Barnett, Mason",686930,ATH,FF,4-Seam Fastball,-2.0,-7,362,48.7,96,0.276,0.526,0.408,20.0,18.8,18.4,0.261,0.475,0.387,37.3
"Griffin, Foster",656492,CLE,ST,Sweeper,-0.6,-2,375,14.1,96,0.275,0.505,0.35,32.2,31.3,23.1,0.292,0.49,0.352,45.9
"Pfaadt, Brandon",694297,AZ,SI,Sinker,-0.2,-1,292,16.6,95,0.295,0.477,0.368,10.4,7.4,13.7,0.282,0.46,0.346,42.0
"Morán, Jovani",663558,BOS,CH,Changeup,0.2,1,355,35.3,95,0.195,0.368,0.27,48.6,40.0,29.0,0.167,0.287,0.219,25.0
"Buehler, Walker",621111,SD,FF,4-Seam Fastball,-0.5,-3,462,19.6,95,0.354,0.524,0.424,13.6,10.5,7.9,0.304,0.474,0.383,48.6
"Garcia, Julian",670062,CIN,ST,Sweeper,0.0,0,352,51.9,95,0.189,0.411,0.262,31.1,26.3,19.1,0.205,0.337,0.242,28.4
"Feltner, Ryan",663372,COL,SL,Slider,-1.1,-5,426,22.9,95,0.28,0.61,0.408,27.1,7.4,10.6,0.289,0.589,0.407,32.9
"Roycroft, Chris",688297,ATH,SI,Sinker,-2.4,-8,308,53.4,95,0.365,0.565,0.447,14.4,10.5,16.4,0.32,0.503,0.389,48.0
"Skubal, Tarik",669373,LAD,SI,Sinker,0.5,2,385,18.3,95,0.277,0.349,0.338,18.8,18.9,19.1,0.267,0.319,0.313,35.4
"Fluharty, Mason",689254,TOR,ST,Sweeper,0.2,1,386,40.6,95,0.202,0.369,0.277,34.4,27.4,22.2,0.17,0.285,0.234,21.3
"Sasaki, Roki",808963,LAD,SL,Slider,-0.6,-3,442,21.5,95,0.224,0.506,0.333,39.8,27.4,24.8,0.179,0.318,0.25,29.5
"Avila, Luinder",679883,KC,SI,Sinker,0.2,1,354,27.4,94,0.28,0.347,0.358,18.5,14.9,18.7,0.278,0.373,0.363,38.7
"Elder, Bryce",693821,ATL,FC,Cutter,-0.3,-1,336,15.0,94,0.265,0.506,0.368,20.3,5.3,15.2,0.314,0.512,0.383,41.3
"Ragans, Cole",666142,KC,FF,4-Seam Fastball,1.2,4,358,56.1,94,0.133,0.333,0.288,30.9,33.0,26.7,0.174,0.353,0.312,44.4
"Holton, Tyler",663947,DET,FC,Cutter,1.5,5,339,31.4,94,0.25,0.386,0.297,21.5,13.8,17.6,0.261,0.4,0.305,44.7
"Bassitt, Chris",605135,BAL,CU,Curveball,-0.2,-1,339,21.9,94,0.222,0.333,0.315,29.9,21.3,16.5,0.232,0.328,0.296,17.7
"Gore, MacKenzie",669022,TEX,CH,Changeup,0.8,3,365,13.1,94,0.207,0.261,0.22,37.6,36.2,25.4,0.206,0.298,0.222,23.7
"Jump, Gage",695611,ATH,SL,Slider,1.7,7,385,22.5,94,0.205,0.265,0.251,28.4,20.2,17.3,0.27,0.38,0.31,29.9
"Yamamoto, Yoshinobu",808967,LAD,FC,Cutter,0.9,3,379,14.8,94,0.241,0.361,0.304,24.2,19.1,22.2,0.224,0.369,0.299,27.3
"Eovaldi, Nathan",543135,TEX,CU,Curveball,0.5,2,449,22.4,94,0.225,0.382,0.276,40.6,33.0,21.7,0.196,0.314,0.237,32.2
"Newcomb, Sean",656794,CWS,SI,Sinker,-0.1,0,284,21.5,94,0.325,0.41,0.366,10.3,6.4,11.5,0.342,0.485,0.398,42.9
"Lord, Brad",695418,WSH,SI,Sinker,3.3,11,315,23.1,94,0.167,0.19,0.235,11.9,10.6,15.4,0.221,0.262,0.263,29.3
"Lopez, Jacob",682052,ATH,FC,Cutter,-0.1,-1,402,20.3,94,0.275,0.475,0.369,24.6,16.0,20.0,0.241,0.437,0.343,39.4
"Brown, Ben",676962,CHC,FF,4-Seam Fastball,0.4,2,371,37.0,94,0.247,0.321,0.326,15.6,16.0,14.6,0.268,0.438,0.352,52.2
"Bratt, Mitch",683352,AZ,FF,4-Seam Fastball,-0.6,-2,338,46.6,93,0.237,0.408,0.349,13.8,17.2,15.2,0.243,0.402,0.349,36.1
"Minter, A.J.",621345,MIN,FC,Cutter,1.8,6,328,57.1,93,0.195,0.345,0.265,26.3,22.6,25.0,0.223,0.333,0.264,29.9
"Singer, Brady",663903,CIN,ST,Sweeper,-1.5,-5,352,13.8,93,0.247,0.472,0.335,41.1,25.8,17.9,0.228,0.393,0.283,32.3
"Lynch IV, Daniel",663738,KC,SI,Sinker,1.5,5,340,31.7,93,0.207,0.317,0.31,14.4,11.8,21.2,0.263,0.417,0.336,34.7
"Lodolo, Nick",666157,CIN,CH,Changeup,-1.4,-5,367,22.8,93,0.31,0.5,0.357,23.2,6.5,7.8,0.343,0.489,0.373,34.1
"Mahle, Tyler",641816,ATL,FC,Cutter,0.0,0,338,16.0,93,0.317,0.439,0.358,15.1,11.8,25.6,0.272,0.389,0.318,40.5
"Keller, Mitch",656605,PIT,SI,Sinker,-1.3,-4,322,17.1,93,0.367,0.506,0.438,14.7,8.6,13.8,0.359,0.558,0.439,53.5
"Romero, JoJo",668941,MIL,SI,Sinker,1.4,5,368,45.0,93,0.272,0.37,0.347,13.5,15.1,27.5,0.284,0.411,0.348,54.4
"Pallante, Andre",669467,STL,CU,Curveball,-1.7,-7,412,17.4,93,0.25,0.432,0.312,30.3,30.1,16.4,0.229,0.404,0.292,40.0
"Sulser, Cole",642121,TB,FF,4-Seam Fastball,1.0,4,370,45.1,92,0.244,0.477,0.325,21.2,21.7,20.0,0.263,0.558,0.364,50.7
"Weaver, Luke",596133,PIT,CH,Changeup,1.8,5,289,34.7,92,0.188,0.329,0.266,41.0,31.5,26.9,0.182,0.313,0.248,32.1
"Paddack, Chris",663978,TEX,CH,Changeup,-0.3,-1,276,27.2,92,0.27,0.371,0.315,27.5,18.5,15.7,0.256,0.375,0.285,31.9
"Márquez, Germán",608566,SD,FF,4-Seam Fastball,-1.6,-5,350,38.1,92,0.278,0.5,0.403,13.7,13.0,12.2,0.297,0.548,0.434,54.1
"Lee, Dylan",669276,ATL,FF,4-Seam Fastball,2.6,8,318,32.1,92,0.171,0.244,0.231,23.7,29.3,21.6,0.208,0.34,0.279,44.6
"Irvin, Jake",663623,WSH,CU,Curveball,1.7,7,392,23.5,92,0.136,0.185,0.207,36.3,35.9,21.4,0.155,0.245,0.234,25.0
"Bello, Brayan",678394,BOS,CH,Changeup,0.8,3,350,20.2,92,0.221,0.314,0.242,24.0,17.4,11.9,0.263,0.376,0.276,28.4
"Corbin, Patrick",571578,TOR,SL,Slider,0.7,3,387,27.4,92,0.169,0.301,0.241,37.1,34.8,20.1,0.159,0.252,0.227,25.0
"Gordon, Tanner",685299,COL,CH,Changeup,0.2,1,312,21.9,92,0.256,0.419,0.303,22.2,14.1,12.7,0.254,0.405,0.308,30.7
"Lugo, Seth",607625,KC,FF,4-Seam Fastball,-2.3,-10,441,16.3,92,0.41,0.675,0.486,15.3,20.7,17.8,0.312,0.506,0.383,43.8
"Ray, Robbie",592662,SD,SI,Sinker,-0.3,-1,364,13.6,91,0.3,0.414,0.402,11.2,5.5,13.2,0.333,0.437,0.402,50.0
"Weissert, Greg",669711,BOS,SI,Sinker,1.5,5,318,34.7,91,0.253,0.422,0.325,12.6,16.5,21.4,0.247,0.438,0.327,33.8
"Kikuchi, Yusei",579328,LAA,FF,4-Seam Fastball,0.2,1,378,40.9,91,0.262,0.357,0.287,21.1,22.0,15.7,0.253,0.35,0.287,48.5
"Kelly, Merrill",518876,AZ,FC,Cutter,-2.2,-7,318,13.0,91,0.346,0.667,0.457,13.0,11.0,16.9,0.298,0.598,0.413,52.1
"Leahy, Kyle",681517,STL,CU,Curveball,-0.1,0,361,16.5,91,0.188,0.353,0.26,26.7,27.5,17.2,0.21,0.418,0.294,50.0
"Ohtani, Shohei",660271,LAD,ST,Sweeper,3.1,12,393,29.4,91,0.129,0.176,0.17,37.7,35.2,28.1,0.187,0.257,0.226,20.8
"Rodriguez, Grayson",680570,LAA,CH,Changeup,-0.1,0,378,25.5,91,0.222,0.333,0.302,34.9,27.5,16.4,0.199,0.323,0.276,31.6
"Leahy, Kyle",681517,STL,CH,Changeup,-0.4,-1,317,14.5,91,0.253,0.337,0.297,32.3,27.5,20.0,0.254,0.373,0.307,37.9
"Bednar, David",670280,NYY,FF,4-Seam Fastball,0.4,2,431,40.9,90,0.276,0.421,0.354,22.4,21.1,14.1,0.239,0.404,0.333,41.4
"Kilian, Caleb",668873,PHI,FF,4-Seam Fastball,1.0,4,392,49.9,90,0.227,0.293,0.306,19.1,22.2,19.0,0.227,0.326,0.294,35.6
"Miles, Spencer",693686,TOR,CU,Curveball,1.0,3,336,24.9,90,0.202,0.321,0.254,23.7,31.1,24.3,0.239,0.36,0.28,34.5
"Rogers, Taylor",573124,MIN,SI,Sinker,-0.6,-2,339,35.9,90,0.247,0.411,0.348,9.8,24.4,20.2,0.235,0.404,0.355,34.0
"Soto, Gregory",642397,PIT,SI,Sinker,0.2,1,390,38.1,90,0.274,0.411,0.385,10.7,3.3,7.5,0.327,0.451,0.399,40.3
"Mlodzinski, Carmen",669387,PIT,SI,Sinker,-0.7,-2,340,17.7,90,0.337,0.422,0.384,5.9,7.8,13.7,0.356,0.54,0.405,51.9
"Gray, Peyton",682608,TEX,FF,4-Seam Fastball,0.8,3,385,41.4,90,0.263,0.412,0.352,21.2,31.1,23.1,0.235,0.375,0.305,49.1
"Quantrill, Cal",615698,TEX,FF,4-Seam Fastball,1.8,7,370,23.3,90,0.145,0.276,0.247,28.9,26.7,17.5,0.183,0.385,0.296,46.3
"Lowder, Rhett",695076,CIN,CH,Changeup,-1.1,-5,426,20.6,90,0.244,0.407,0.307,24.1,15.6,12.2,0.251,0.404,0.299,25.0
"Kerkering, Orion",689147,PHI,FF,4-Seam Fastball,0.2,1,338,33.8,89,0.221,0.397,0.357,32.2,28.1,24.3,0.195,0.331,0.329,43.2
"Leahy, Kyle",681517,STL,SL,Slider,1.9,7,360,16.4,89,0.265,0.422,0.318,23.1,16.9,29.4,0.288,0.423,0.328,43.5
"Agnos, Zach",688642,COL,FF,4-Seam Fastball,-3.2,-11,346,25.5,89,0.329,0.697,0.486,15.7,9.0,7.2,0.308,0.669,0.444,52.2
"Suarez, José",660761,ATH,FF,4-Seam Fastball,-0.8,-3,388,36.3,89,0.311,0.527,0.408,21.2,20.2,16.5,0.27,0.423,0.356,36.8
"Sheehan, Emmet",686218,LAD,CH,Changeup,-1.8,-5,287,16.1,89,0.305,0.39,0.346,24.2,21.3,15.3,0.263,0.339,0.295,41.3
"Bowlan, Jonathan",680742,PHI,FF,4-Seam Fastball,2.2,10,446,47.8,89,0.123,0.247,0.197,36.7,48.3,26.5,0.115,0.232,0.196,38.5
"Bazardo, Eduard",660825,SEA,ST,Sweeper,-1.5,-5,368,34.9,89,0.277,0.554,0.376,35.3,28.1,21.6,0.229,0.419,0.303,28.8
"Castillo, Luis",622491,CWS,CH,Changeup,-1.7,-6,335,14.7,89,0.314,0.407,0.342,25.6,13.5,10.9,0.268,0.392,0.292,32.0
"Misiorowski, Jacob",694819,MIL,FC,Cutter,2.9,10,350,14.3,89,0.11,0.244,0.193,20.3,18.0,28.1,0.213,0.303,0.252,32.8
"Martin, Davis",663436,CWS,CH,Changeup,1.1,3,304,14.1,89,0.229,0.373,0.294,14.0,12.4,11.8,0.298,0.452,0.348,55.6
"Blubaugh, AJ",805123,HOU,CH,Changeup,-0.8,-2,322,21.2,88,0.244,0.359,0.293,34.2,27.3,17.6,0.242,0.362,0.281,41.4
"Perkins, Jack",678022,ATH,CH,Changeup,0.3,1,333,18.4,88,0.214,0.262,0.263,39.3,37.5,26.0,0.192,0.239,0.211,43.1
"Varland, Gus",681402,WSH,FF,4-Seam Fastball,-1.5,-5,328,58.1,88,0.342,0.553,0.423,20.4,18.2,14.3,0.3,0.534,0.4,55.7
"Misiorowski, Jacob",694819,MIL,SL,Slider,1.7,5,279,11.4,88,0.19,0.345,0.249,35.0,25.0,22.7,0.196,0.299,0.234,27.4
"Bradford, Cody",674003,TEX,FF,4-Seam Fastball,-1.4,-4,289,52.1,88,0.354,0.544,0.416,16.6,10.2,10.6,0.303,0.535,0.388,45.1
"Painter, Andrew",691725,PHI,SL,Slider,-1.2,-4,342,18.4,88,0.297,0.446,0.37,36.4,30.7,23.1,0.257,0.378,0.332,44.9
"Gasser, Robert",688107,MIL,SI,Sinker,1.0,3,351,22.9,88,0.253,0.347,0.322,13.4,17.0,17.2,0.287,0.431,0.363,50.8
"Bubic, Kris",663460,KC,FF,4-Seam Fastball,-0.7,-2,334,41.2,88,0.225,0.394,0.348,25.2,25.0,21.6,0.241,0.474,0.378,38.8
"Fried, Max",608331,NYY,SI,Sinker,1.5,5,329,21.8,88,0.247,0.309,0.282,20.5,10.2,12.7,0.231,0.287,0.263,32.9
"Matsui, Yuki",673513,SD,FF,4-Seam Fastball,0.7,2,359,37.2,87,0.221,0.412,0.335,24.1,17.2,16.1,0.2,0.396,0.344,41.8
"Kay, Anthony",641743,CWS,CH,Changeup,-1.1,-4,367,14.2,87,0.274,0.393,0.326,28.9,16.1,10.5,0.236,0.314,0.254,39.4
"Brown, Hunter",686613,HOU,CU,Curveball,-0.5,-2,304,19.1,87,0.244,0.293,0.264,34.4,36.8,23.7,0.216,0.317,0.257,46.0
"Fried, Max",608331,NYY,FC,Cutter,2.5,9,339,22.4,87,0.173,0.227,0.24,27.2,31.0,32.9,0.162,0.224,0.234,34.7
"Beeter, Clayton",690925,WSH,FF,4-Seam Fastball,-0.6,-2,394,49.5,87,0.317,0.54,0.434,20.6,11.5,16.9,0.3,0.532,0.45,50.0
"Cabrera, Edward",665795,CHC,SI,Sinker,0.2,1,271,21.2,87,0.301,0.479,0.383,7.2,6.9,15.4,0.334,0.507,0.404,44.9
"Junis, Jakob",596001,TEX,ST,Sweeper,1.5,5,330,43.9,87,0.217,0.301,0.248,18.1,18.4,15.4,0.245,0.387,0.291,22.4
"Anderson, Grant",681982,MIL,FF,4-Seam Fastball,-1.2,-4,324,35.4,87,0.208,0.494,0.337,22.3,23.0,16.7,0.195,0.363,0.29,42.1
"Gordon, Tanner",685299,COL,SL,Slider,-1.5,-5,311,21.9,87,0.314,0.558,0.379,22.7,16.1,17.3,0.253,0.451,0.304,38.9
"Teng, Kai-Wei",678906,HOU,FF,4-Seam Fastball,-1.3,-4,345,27.3,87,0.299,0.506,0.392,18.4,16.1,13.7,0.265,0.413,0.334,39.1
"Yoho, Craig",684974,CLE,CH,Changeup,2.4,7,299,52.3,87,0.181,0.301,0.229,33.9,31.0,27.8,0.206,0.288,0.229,26.3
"Lawrence, Justin",664875,WSH,SI,Sinker,-4.4,-13,292,42.7,87,0.369,0.677,0.541,12.6,3.4,14.3,0.385,0.58,0.479,49.2
