"last_name, first_name",player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
"Miles, Spencer",693686,TOR,SI,Sinker,3.2,19,594,44.0,160,0.197,0.245,0.236,13.4,15.6,18.5,0.241,0.348,0.29,36.1
"Junk, Janson",676083,MIA,FF,4-Seam Fastball,0.2,1,595,33.8,160,0.277,0.394,0.359,10.8,20.0,16.9,0.245,0.369,0.324,39.6
"Manaea, Sean",640455,NYM,ST,Sweeper,-2.0,-14,681,30.6,160,0.248,0.46,0.358,30.9,31.3,20.9,0.197,0.335,0.284,25.3
"Lambert, Peter",663567,HOU,CH,Changeup,0.1,0,562,23.7,160,0.21,0.254,0.29,33.9,25.6,19.2,0.182,0.242,0.248,21.0
"Headrick, Brent",687396,NYY,FF,4-Seam Fastball,1.4,8,582,48.7,160,0.225,0.38,0.307,22.6,26.9,22.5,0.213,0.36,0.292,43.0
"Gallen, Zac",668678,AZ,FF,4-Seam Fastball,-1.0,-6,614,36.0,160,0.327,0.537,0.4,6.6,11.3,12.9,0.356,0.66,0.444,49.6
"Painter, Andrew",691725,PHI,FF,4-Seam Fastball,-2.1,-12,596,32.0,160,0.355,0.582,0.435,14.8,10.6,10.5,0.308,0.542,0.4,37.6
"Gray, Sonny",543243,BOS,SI,Sinker,2.2,11,495,21.6,159,0.2,0.269,0.25,15.6,27.7,27.2,0.214,0.305,0.266,37.6
"King, Bryan",687911,HOU,FF,4-Seam Fastball,-0.2,-1,539,56.1,159,0.27,0.431,0.345,17.9,19.5,15.8,0.242,0.385,0.317,40.9
"Mize, Casey",663554,SD,FF,4-Seam Fastball,0.7,5,644,34.6,159,0.194,0.382,0.29,20.1,21.4,16.6,0.196,0.349,0.268,45.5
"Suarez, Ranger",624133,BOS,SI,Sinker,0.3,1,494,23.5,159,0.29,0.386,0.327,13.1,17.0,23.1,0.308,0.416,0.347,40.3
"Lugo, Seth",607625,KC,SI,Sinker,0.6,3,527,19.4,158,0.281,0.452,0.363,12.7,10.8,18.1,0.319,0.514,0.397,52.1
"Lopez, Jacob",682052,ATH,FF,4-Seam Fastball,0.6,4,677,34.1,158,0.212,0.394,0.309,20.8,22.2,16.1,0.194,0.319,0.275,32.7
"Weathers, Ryan",677960,NYY,CH,Changeup,0.3,2,576,25.3,157,0.213,0.32,0.247,34.9,26.8,19.9,0.237,0.346,0.265,35.1
"Martinez, Nick",607259,TB,FC,Cutter,2.0,10,499,21.6,157,0.24,0.38,0.287,13.7,7.0,12.9,0.282,0.418,0.325,30.0
"Civale, Aaron",650644,CHC,FC,Cutter,1.5,10,649,37.1,157,0.254,0.401,0.316,25.2,21.7,20.6,0.215,0.35,0.28,38.2
"Sasaki, Roki",808963,LAD,FS,Split-Finger,1.1,6,591,28.8,157,0.169,0.297,0.234,36.4,29.3,19.7,0.219,0.343,0.267,34.3
"Kay, Anthony",641743,CWS,FF,4-Seam Fastball,-0.3,-2,578,22.4,157,0.265,0.485,0.36,19.5,18.5,14.3,0.273,0.456,0.359,39.6
"Arrighetti, Spencer",681293,TOR,CU,Curveball,0.2,1,607,33.8,157,0.169,0.223,0.268,39.0,35.0,27.0,0.171,0.227,0.263,22.7
"Kelly, Merrill",518876,AZ,FF,4-Seam Fastball,-1.2,-8,679,27.7,157,0.299,0.63,0.437,13.6,8.9,10.0,0.313,0.691,0.464,47.9
"Rasmussen, Drew",656876,TB,SI,Sinker,2.9,17,579,23.4,156,0.185,0.281,0.235,16.2,24.4,23.2,0.219,0.325,0.258,37.3
"Fisher, Braydon",680755,TOR,SL,Slider,0.3,2,576,48.7,156,0.205,0.371,0.304,31.5,21.8,19.7,0.219,0.361,0.305,35.9
"Sheehan, Emmet",686218,LAD,FF,4-Seam Fastball,-1.0,-8,760,42.7,156,0.25,0.614,0.391,30.2,25.6,20.9,0.243,0.525,0.359,49.5
"Soriano, José",667755,TOR,FF,4-Seam Fastball,-0.7,-4,585,21.7,155,0.256,0.512,0.383,20.1,20.6,16.5,0.25,0.509,0.379,33.3
"Kirby, George",669923,SEA,SI,Sinker,0.4,2,537,20.9,155,0.322,0.42,0.354,12.0,15.5,18.2,0.251,0.344,0.289,44.2
"Vásquez, Randy",681190,SD,FF,4-Seam Fastball,1.4,9,641,31.2,155,0.211,0.31,0.264,20.9,18.7,12.2,0.249,0.399,0.311,43.5
"Sheehan, Emmet",686218,LAD,SL,Slider,0.8,4,528,29.7,155,0.223,0.432,0.302,38.4,34.2,27.7,0.197,0.347,0.267,33.3
"Hancock, Emerson",676106,SEA,SI,Sinker,0.9,5,508,23.4,155,0.321,0.443,0.372,11.8,6.5,13.0,0.325,0.465,0.371,48.1
"Henderson, Logan",701656,MIL,FF,4-Seam Fastball,2.0,12,611,45.9,153,0.147,0.266,0.21,21.2,34.0,21.3,0.173,0.284,0.228,47.3
"McGreevy, Michael",700241,STL,FF,4-Seam Fastball,-0.8,-5,612,24.4,153,0.292,0.493,0.352,13.9,15.0,14.2,0.303,0.578,0.389,47.5
"Soriano, José",667755,TOR,CU,Curveball,1.4,10,689,25.5,152,0.181,0.275,0.242,43.9,38.2,25.4,0.203,0.334,0.27,30.9
"Ober, Bailey",641927,MIN,FF,4-Seam Fastball,-0.1,-1,604,32.1,152,0.288,0.525,0.38,15.3,12.5,13.2,0.257,0.492,0.355,43.3
"Mikolas, Miles",571945,WSH,SI,Sinker,-1.1,-5,436,23.9,152,0.308,0.559,0.384,9.7,10.5,16.5,0.314,0.549,0.381,42.6
"Cantillo, Joey",676282,CLE,CH,Changeup,-0.3,-2,621,24.5,152,0.209,0.357,0.297,39.4,32.2,23.7,0.187,0.275,0.265,21.7
"Harrison, Kyle",690986,MIL,SV,Slurve,1.2,8,632,32.0,152,0.181,0.257,0.24,29.0,28.9,19.6,0.211,0.284,0.24,26.0
"McGreevy, Michael",700241,STL,CH,Changeup,0.7,3,494,19.7,152,0.204,0.307,0.269,27.3,17.8,17.5,0.246,0.382,0.317,29.7
"Williams, Gavin",668909,CLE,CU,Curveball,-0.1,-1,604,22.5,151,0.207,0.379,0.273,31.6,32.5,22.5,0.203,0.38,0.265,49.0
"Yamamoto, Yoshinobu",808967,LAD,FF,4-Seam Fastball,2.3,16,690,27.0,151,0.148,0.348,0.251,29.2,31.1,24.0,0.214,0.467,0.329,48.3
"McClanahan, Shane",663556,TB,CH,Changeup,1.3,7,516,28.2,151,0.16,0.229,0.223,37.3,33.8,24.8,0.195,0.298,0.234,33.3
"Martin, Davis",663436,CWS,FF,4-Seam Fastball,-0.1,-1,576,26.8,151,0.273,0.348,0.32,24.7,23.2,18.6,0.257,0.378,0.316,36.0
"Petersen, Michael",656848,MIA,FF,4-Seam Fastball,1.7,10,600,60.8,150,0.164,0.297,0.27,26.0,29.3,19.3,0.189,0.394,0.312,46.4
"Ashcraft, Braxton",677952,PIT,SL,Slider,-0.1,-1,536,22.2,150,0.264,0.414,0.332,30.5,28.0,23.6,0.242,0.359,0.284,40.4
"Gray, Sonny",543243,BOS,ST,Sweeper,1.3,6,463,20.2,149,0.143,0.252,0.177,38.7,46.3,24.1,0.17,0.26,0.192,42.3
"Alvarado, José",621237,PHI,SI,Sinker,0.4,3,639,62.6,149,0.307,0.425,0.375,21.6,16.8,19.5,0.27,0.388,0.342,34.0
"Taylor, Grant",691799,CWS,FF,4-Seam Fastball,0.9,5,543,45.5,149,0.221,0.374,0.311,28.3,34.2,27.0,0.21,0.329,0.284,50.0
"Matz, Steven",571927,TB,SI,Sinker,-1.0,-6,619,49.5,148,0.268,0.535,0.412,18.8,14.2,13.1,0.281,0.494,0.38,41.1
"Morejon, Adrian",670970,SD,SI,Sinker,2.0,12,578,46.9,147,0.227,0.273,0.279,19.4,12.2,16.7,0.258,0.326,0.291,29.3
"Kay, Anthony",641743,CWS,SI,Sinker,0.3,2,450,17.4,147,0.264,0.419,0.357,17.2,17.0,22.3,0.279,0.42,0.347,50.0
"Littell, Zack",641793,AZ,SL,Slider,0.0,0,559,28.3,146,0.256,0.438,0.345,19.0,11.0,16.0,0.306,0.542,0.403,45.0
"Cameron, Noah",702070,KC,FC,Cutter,1.3,7,551,21.1,146,0.291,0.44,0.348,21.6,11.0,19.8,0.275,0.381,0.314,36.1
"Roupp, Landen",694738,SF,CH,Changeup,1.1,6,541,20.6,146,0.184,0.257,0.236,29.1,20.5,15.9,0.225,0.3,0.257,22.4
"Perkins, Jack",678022,ATH,FF,4-Seam Fastball,-2.3,-13,561,31.0,145,0.299,0.615,0.443,16.3,17.9,15.5,0.255,0.496,0.386,41.3
"Phillips, Tyler",663969,MIA,SI,Sinker,-1.2,-6,476,25.8,145,0.293,0.496,0.399,6.2,4.8,8.2,0.292,0.493,0.39,44.8
"Ray, Robbie",592662,SD,CH,Changeup,1.4,7,515,19.2,145,0.187,0.299,0.245,25.0,19.3,17.9,0.212,0.338,0.263,28.4
"May, Dustin",669160,MIL,FC,Cutter,1.2,6,525,23.5,144,0.294,0.365,0.34,24.0,12.5,20.7,0.264,0.368,0.319,30.9
"Nola, Aaron",605400,PHI,SI,Sinker,-2.5,-12,504,18.3,144,0.339,0.646,0.445,13.0,18.8,16.2,0.281,0.517,0.378,41.6
"Lorenzen, Michael",547179,TOR,SI,Sinker,-2.5,-11,464,19.9,144,0.435,0.573,0.502,8.7,5.6,9.2,0.343,0.523,0.417,48.3
"Bennett, Jake",687562,BOS,FF,4-Seam Fastball,0.4,2,516,35.3,144,0.25,0.461,0.328,20.8,17.4,16.4,0.254,0.495,0.352,42.6
"Lowder, Rhett",695076,CIN,SL,Slider,-1.8,-10,550,26.6,144,0.279,0.493,0.358,31.7,27.8,21.6,0.228,0.402,0.293,39.6
"Bradish, Kyle",680694,BAL,SL,Slider,-1.3,-8,626,24.3,143,0.262,0.563,0.393,35.3,27.3,17.6,0.228,0.426,0.327,33.3
"Mayza, Tim",641835,PHI,SI,Sinker,2.2,12,557,56.9,143,0.242,0.326,0.281,19.2,19.6,21.9,0.239,0.337,0.276,45.3
"Kelly, Kevin",687330,TB,SI,Sinker,1.9,10,526,57.4,143,0.256,0.391,0.325,14.6,11.2,17.4,0.303,0.452,0.349,44.9
"Mlodzinski, Carmen",669387,PIT,FF,4-Seam Fastball,-1.0,-5,526,27.4,143,0.32,0.52,0.404,16.5,18.2,15.7,0.288,0.482,0.373,54.0
"Hughes, Gabriel",687312,COL,FF,4-Seam Fastball,0.8,4,506,51.8,143,0.276,0.378,0.336,17.5,16.1,15.6,0.245,0.334,0.292,26.4
"Prielipp, Connor",687570,MIN,SL,Slider,0.7,4,555,30.5,143,0.209,0.333,0.281,31.5,30.8,22.9,0.216,0.355,0.281,42.5
"Latz, Jacob",656641,TEX,FF,4-Seam Fastball,2.7,15,558,55.7,143,0.142,0.244,0.219,21.4,25.2,17.7,0.192,0.34,0.274,45.7
"Finnegan, Kyle",640448,DET,FF,4-Seam Fastball,-1.4,-7,520,51.2,142,0.33,0.539,0.439,17.6,14.8,17.2,0.311,0.518,0.411,49.5
"Montero, Keider",672456,DET,SI,Sinker,0.9,4,485,22.5,142,0.234,0.367,0.304,9.5,8.5,13.3,0.273,0.41,0.329,42.9
"Bruihl, Justin",677865,STL,SI,Sinker,1.2,6,531,43.6,142,0.294,0.37,0.348,9.3,6.3,10.0,0.298,0.38,0.356,45.5
"Woods Richardson, Simeon",680573,TOR,FF,4-Seam Fastball,-0.1,0,504,43.4,142,0.297,0.449,0.388,18.5,13.4,17.3,0.246,0.396,0.341,41.6
"Keller, Mitch",656605,PIT,FF,4-Seam Fastball,1.4,9,603,32.0,142,0.234,0.32,0.289,16.9,12.0,11.4,0.303,0.463,0.365,49.5
"Valdez, Framber",664285,DET,CH,Changeup,0.3,1,474,18.3,142,0.257,0.419,0.314,20.6,14.8,15.9,0.278,0.439,0.323,38.3
"Johnson, Ryan",696270,LAA,FC,Cutter,0.8,4,548,37.7,141,0.189,0.344,0.29,22.5,25.5,20.2,0.233,0.426,0.336,41.9
"Boyd, Matthew",571510,CHC,CH,Changeup,0.8,4,458,26.8,141,0.233,0.391,0.295,26.2,16.3,13.3,0.259,0.426,0.314,24.3
"Chandler, Bubba",696149,PIT,SL,Slider,0.0,0,493,20.3,141,0.236,0.394,0.333,24.1,22.0,17.5,0.23,0.363,0.293,45.4
"Rogers, Trevor",669432,BAL,CH,Changeup,-1.7,-9,507,20.8,141,0.326,0.459,0.382,23.2,11.3,10.3,0.31,0.441,0.34,41.7
"Cameron, Noah",702070,KC,FF,4-Seam Fastball,0.5,3,635,24.3,140,0.25,0.371,0.332,17.7,12.9,10.1,0.288,0.496,0.37,49.5
"Kinley, Tyler",641755,DET,SL,Slider,0.3,2,544,66.6,140,0.208,0.417,0.318,29.4,22.9,19.8,0.185,0.319,0.276,25.6
"Alcantara, Sandy",645261,MIA,FF,4-Seam Fastball,-1.3,-7,552,18.0,140,0.307,0.559,0.414,20.1,16.4,14.6,0.305,0.551,0.395,49.0
"Buehler, Walker",621111,SD,FC,Cutter,0.9,5,590,25.1,140,0.238,0.377,0.32,18.4,15.0,18.1,0.226,0.354,0.304,29.4
"Littell, Zack",641793,AZ,FF,4-Seam Fastball,-3.0,-15,503,25.5,139,0.325,0.692,0.47,14.7,17.3,15.1,0.308,0.603,0.429,52.1
"Woo, Bryan",693433,SEA,SI,Sinker,0.6,3,465,19.4,139,0.242,0.398,0.325,12.2,15.1,19.1,0.27,0.41,0.322,48.1
"Luzardo, Jesús",666200,PHI,SI,Sinker,1.8,9,496,17.3,139,0.262,0.377,0.343,11.2,5.0,24.1,0.268,0.357,0.316,40.7
"Ashcraft, Braxton",677952,PIT,SI,Sinker,2.7,11,399,16.5,139,0.2,0.269,0.253,17.6,12.2,24.6,0.261,0.354,0.292,42.1
"Luzardo, Jesús",666200,PHI,CH,Changeup,0.1,1,522,18.3,138,0.271,0.442,0.334,37.5,22.5,20.5,0.235,0.387,0.294,27.6
"Peterson, David",656849,CHC,SL,Slider,1.3,7,493,22.2,138,0.212,0.273,0.233,29.3,31.9,21.6,0.214,0.337,0.253,37.4
"Melton, Troy",675512,DET,FF,4-Seam Fastball,-0.1,0,524,32.5,137,0.226,0.444,0.322,18.2,13.9,14.6,0.251,0.469,0.342,39.0
"Matthews, Zebby",805673,MIN,SL,Slider,1.8,8,423,22.0,137,0.177,0.315,0.235,33.6,32.1,22.9,0.186,0.344,0.25,39.5
"Bednar, David",670280,NYY,FS,Split-Finger,2.9,12,430,40.8,137,0.143,0.188,0.182,36.8,33.6,24.6,0.188,0.234,0.195,31.8
"Nola, Aaron",605400,PHI,FF,4-Seam Fastball,-2.2,-15,661,24.0,137,0.333,0.683,0.447,13.7,16.1,13.6,0.291,0.573,0.389,49.5
"Soroka, Michael",647336,AZ,SV,Slurve,1.0,5,513,32.3,136,0.19,0.248,0.247,34.9,40.4,24.8,0.212,0.279,0.267,31.8
"Mize, Casey",663554,SD,FS,Split-Finger,-0.3,-1,437,23.5,136,0.227,0.313,0.275,31.6,29.4,20.5,0.222,0.311,0.258,30.7
"May, Dustin",669160,MIL,FF,4-Seam Fastball,0.1,1,559,25.0,136,0.229,0.373,0.306,21.4,23.5,17.5,0.219,0.366,0.317,55.7
"Perkins, Jack",678022,ATH,ST,Sweeper,0.4,2,519,28.7,136,0.228,0.39,0.304,37.1,37.5,27.7,0.215,0.357,0.281,37.8
"Lodolo, Nick",666157,CIN,SI,Sinker,-1.1,-4,416,25.8,135,0.33,0.689,0.488,8.5,8.1,11.8,0.352,0.672,0.482,49.0
"Alvarez, Andrew",674841,WSH,CU,Curveball,1.1,5,479,30.6,135,0.176,0.232,0.22,31.9,41.5,25.8,0.183,0.241,0.222,50.7
"Cruz, Fernando",518585,NYY,FS,Split-Finger,0.7,3,484,51.3,134,0.161,0.288,0.247,52.0,44.8,29.7,0.134,0.226,0.214,22.0
"Cameron, Noah",702070,KC,CH,Changeup,0.8,4,545,20.9,134,0.2,0.333,0.281,35.9,21.6,19.1,0.218,0.344,0.279,24.5
"Sugano, Tomoyuki",608372,COL,FS,Split-Finger,0.3,2,491,21.6,134,0.177,0.347,0.265,31.1,21.6,16.9,0.246,0.407,0.309,24.0
"Anderson, Drew",623454,DET,CH,Changeup,-0.8,-4,497,30.9,134,0.228,0.382,0.31,37.3,31.3,20.7,0.228,0.349,0.285,42.0
"Megill, Trevor",656730,MIL,FF,4-Seam Fastball,1.9,9,510,63.7,133,0.205,0.287,0.252,21.8,24.1,22.7,0.24,0.436,0.313,48.9
"Mlodzinski, Carmen",669387,PIT,FS,Split-Finger,1.4,7,494,25.7,133,0.179,0.228,0.217,30.8,22.6,15.9,0.238,0.317,0.275,34.4
"Sánchez, Cristopher",650911,PHI,SL,Slider,1.1,6,537,18.8,133,0.205,0.295,0.264,44.2,36.8,30.1,0.198,0.31,0.258,30.1
"Seymour, Ian",693855,TB,FF,4-Seam Fastball,-0.1,0,517,27.3,133,0.224,0.44,0.339,25.2,30.1,20.1,0.224,0.397,0.312,41.0
"Teng, Kai-Wei",678906,HOU,ST,Sweeper,0.0,0,448,35.4,133,0.193,0.351,0.297,31.0,29.3,23.9,0.212,0.374,0.314,30.7
"Littell, Zack",641793,AZ,FS,Split-Finger,-0.4,-2,456,23.1,133,0.237,0.374,0.289,17.1,15.0,11.9,0.267,0.452,0.312,37.8
"Irvin, Jake",663623,WSH,FF,4-Seam Fastball,-1.0,-5,496,29.8,133,0.245,0.406,0.361,20.4,21.8,14.1,0.272,0.469,0.394,57.5
"Pfaadt, Brandon",694297,AZ,FF,4-Seam Fastball,1.2,5,464,26.3,132,0.233,0.375,0.301,13.8,12.9,11.4,0.233,0.38,0.301,33.0
"Springs, Jeffrey",605488,ATH,SL,Slider,-1.7,-9,531,22.9,132,0.279,0.68,0.409,22.3,13.6,18.2,0.287,0.562,0.383,39.0
"Soroka, Michael",647336,AZ,FF,4-Seam Fastball,0.9,5,513,32.3,132,0.27,0.393,0.313,15.2,18.9,15.0,0.282,0.465,0.347,40.8
"Bruihl, Justin",677865,STL,ST,Sweeper,0.2,1,494,40.5,131,0.226,0.339,0.284,24.4,23.7,16.7,0.204,0.331,0.272,28.1
"Stanek, Ryne",592773,STL,FF,4-Seam Fastball,0.2,1,521,51.7,131,0.269,0.463,0.381,27.2,22.1,18.7,0.26,0.477,0.379,44.3
"Jones, Jared",683003,PIT,SL,Slider,1.0,5,491,35.0,131,0.208,0.35,0.291,41.7,35.1,29.3,0.175,0.287,0.24,28.4
"McGreevy, Michael",700241,STL,SI,Sinker,2.3,10,418,16.7,131,0.217,0.333,0.276,11.7,18.3,20.9,0.266,0.366,0.309,38.5
"Lugo, Seth",607625,KC,FC,Cutter,0.1,0,430,15.9,131,0.283,0.434,0.35,23.2,22.1,17.7,0.258,0.436,0.346,47.7
"Uribe, Abner",682842,MIL,SI,Sinker,1.2,6,506,61.8,130,0.222,0.291,0.287,20.6,18.5,19.8,0.266,0.355,0.306,38.9
"Cecconi, Slade",677944,CLE,SI,Sinker,-1.6,-6,392,20.2,130,0.367,0.542,0.43,11.2,8.5,11.6,0.332,0.482,0.377,43.1
"Cecconi, Slade",677944,CLE,FC,Cutter,0.5,2,494,25.5,130,0.237,0.43,0.333,22.8,19.2,18.8,0.239,0.409,0.319,36.3
"Guerrero, Tyron",594027,BOS,SI,Sinker,1.8,9,491,85.7,130,0.246,0.295,0.263,22.6,21.5,21.7,0.223,0.308,0.256,34.7
"Suter, Brent",608718,ATL,SI,Sinker,1.6,8,484,33.7,130,0.272,0.342,0.334,12.6,16.9,15.1,0.27,0.39,0.332,32.3
"Montgomery, Mason",682254,PIT,FF,4-Seam Fastball,1.0,5,511,48.7,129,0.209,0.304,0.274,30.0,43.4,32.6,0.178,0.271,0.248,49.2
"Tolle, Payton",801139,BOS,SI,Sinker,-0.1,0,486,23.2,129,0.299,0.462,0.376,17.1,11.6,22.1,0.253,0.37,0.304,37.9
"Abbott, Andrew",671096,CIN,ST,Sweeper,0.1,1,521,19.6,129,0.226,0.363,0.264,27.2,31.8,17.6,0.194,0.335,0.238,34.5
"Cecconi, Slade",677944,CLE,FF,4-Seam Fastball,-0.5,-3,516,26.6,129,0.294,0.487,0.366,17.6,23.3,16.9,0.27,0.507,0.35,47.3
"Kimbrel, Craig",518886,KC,FF,4-Seam Fastball,0.9,4,490,65.9,129,0.205,0.375,0.311,23.7,21.7,19.2,0.236,0.377,0.312,38.4
"Sugano, Tomoyuki",608372,COL,FF,4-Seam Fastball,-1.1,-5,468,20.6,129,0.317,0.625,0.417,15.9,18.6,14.0,0.313,0.619,0.414,60.4
"Weathers, Ryan",677960,NYY,SI,Sinker,1.1,5,474,20.8,129,0.276,0.362,0.343,8.6,7.0,11.0,0.317,0.447,0.367,44.9
"Drohan, Shane",675660,MIL,SL,Slider,1.8,7,387,21.0,128,0.175,0.275,0.221,39.8,39.8,27.1,0.18,0.255,0.21,31.0
"Soriano, José",667755,TOR,FS,Split-Finger,1.2,6,497,18.4,128,0.182,0.215,0.204,35.3,27.3,20.2,0.226,0.301,0.254,30.2
"Ray, Robbie",592662,SD,SL,Slider,-0.2,-2,619,23.1,128,0.25,0.397,0.322,35.6,24.2,17.8,0.27,0.471,0.346,33.7
"Suárez, Albert",544150,BAL,FF,4-Seam Fastball,-0.2,-1,489,53.6,128,0.254,0.412,0.332,22.1,21.1,19.0,0.252,0.404,0.325,47.7
"Peralta, Wandy",593974,SD,SI,Sinker,1.0,5,466,41.8,128,0.278,0.426,0.341,15.8,10.2,13.3,0.238,0.366,0.3,37.9
"Brazobán, Huascar",623211,CWS,SI,Sinker,1.2,6,501,51.1,128,0.211,0.367,0.321,19.3,10.9,20.0,0.258,0.372,0.33,35.1
"Abbott, Andrew",671096,CIN,CH,Changeup,0.1,0,515,19.4,127,0.256,0.359,0.29,36.7,15.7,15.6,0.259,0.361,0.29,23.0
"Martin, Davis",663436,CWS,SI,Sinker,1.1,5,410,19.1,127,0.282,0.391,0.353,7.1,5.5,8.8,0.282,0.411,0.353,49.5
"Imai, Tatsuya",837227,HOU,FF,4-Seam Fastball,-0.2,-1,615,44.0,127,0.292,0.396,0.384,21.5,15.0,13.0,0.281,0.468,0.406,47.5
"Freeland, Kyle",607536,COL,CU,Curveball,-2.0,-9,432,21.5,127,0.274,0.538,0.375,33.5,30.7,23.1,0.258,0.443,0.331,51.9
"Pallante, Andre",669467,STL,SI,Sinker,-0.2,-1,411,17.4,127,0.275,0.33,0.333,11.7,8.7,8.7,0.278,0.355,0.327,20.8
"May, Dustin",669160,MIL,SI,Sinker,1.1,5,429,19.2,127,0.233,0.353,0.308,16.9,17.3,21.6,0.278,0.43,0.338,53.2
"Bradley, Taj",671737,MIN,FS,Split-Finger,-0.4,-2,558,20.0,127,0.244,0.358,0.274,37.7,30.7,20.3,0.217,0.302,0.239,45.2
"Mattson, Isaac",676755,PIT,FF,4-Seam Fastball,0.3,2,513,70.5,126,0.259,0.38,0.338,19.3,19.0,13.5,0.289,0.487,0.377,52.9
"Morris, Andrew",702193,MIN,FF,4-Seam Fastball,1.7,9,527,45.8,126,0.241,0.278,0.282,20.3,24.6,16.8,0.217,0.273,0.274,30.0
"Manaea, Sean",640455,NYM,SI,Sinker,-0.1,-1,434,19.5,126,0.348,0.5,0.416,7.3,7.9,17.5,0.326,0.522,0.398,42.7
"Jansen, Kenley",445276,DET,FC,Cutter,0.9,5,554,83.8,125,0.183,0.346,0.298,24.8,23.2,19.9,0.22,0.381,0.325,38.2
"Newcomb, Sean",656794,CWS,FF,4-Seam Fastball,2.3,11,504,38.1,125,0.171,0.252,0.241,28.1,31.2,24.4,0.206,0.32,0.272,31.1
"Ginkel, Kevin",656464,AZ,SL,Slider,2.2,10,476,48.2,125,0.162,0.282,0.216,41.5,32.0,22.5,0.177,0.311,0.232,34.6
"Wacha, Michael",608379,KC,SI,Sinker,-0.3,-1,379,13.9,125,0.224,0.458,0.353,13.5,18.4,17.7,0.273,0.488,0.377,45.2
"Miller, Mason",695243,SD,SL,Slider,2.1,11,515,50.2,125,0.139,0.174,0.188,54.5,58.4,41.2,0.089,0.104,0.139,14.3
"Fermin, José",820862,LAA,SL,Slider,1.4,7,530,57.7,125,0.185,0.311,0.243,37.5,39.2,24.6,0.202,0.365,0.263,42.9
"De Los Santos, Enyel",660853,HOU,FF,4-Seam Fastball,-0.3,-1,467,43.6,124,0.298,0.482,0.356,17.8,18.5,13.6,0.265,0.45,0.331,44.1
"Mikolas, Miles",571945,WSH,FF,4-Seam Fastball,0.5,2,450,24.6,124,0.265,0.416,0.331,14.3,12.1,10.6,0.283,0.509,0.368,55.6
"Lugo, Seth",607625,KC,CU,Curveball,-1.5,-7,475,17.5,124,0.241,0.414,0.316,22.7,24.2,18.0,0.228,0.344,0.261,31.5
"Sproat, Brandon",687075,MIL,SI,Sinker,-0.3,-1,451,26.1,123,0.275,0.392,0.373,16.8,17.1,18.9,0.244,0.343,0.33,43.2
"Sewald, Paul",623149,TOR,FF,4-Seam Fastball,-0.5,-2,438,56.2,123,0.227,0.5,0.345,22.2,20.3,19.8,0.254,0.536,0.362,47.1
"Ramírez, Yohan",670990,PIT,ST,Sweeper,1.8,9,541,41.7,123,0.131,0.178,0.23,37.6,42.3,27.1,0.147,0.186,0.217,20.0
"Festa, Matt",670036,CLE,FF,4-Seam Fastball,0.3,2,494,48.6,123,0.268,0.384,0.316,29.8,28.5,27.1,0.25,0.375,0.302,44.3
"Cruz, Steven",674444,KC,FF,4-Seam Fastball,-0.6,-3,484,55.1,123,0.259,0.5,0.365,27.2,26.0,23.2,0.254,0.433,0.34,39.0
"Kochanowicz, Jack",686799,LAA,SI,Sinker,0.4,2,424,38.3,123,0.28,0.383,0.353,17.3,8.9,16.2,0.294,0.481,0.38,54.6
"Scott, Tanner",656945,LAD,SL,Slider,2.7,12,457,52.5,123,0.172,0.241,0.199,42.2,35.8,26.0,0.223,0.286,0.239,29.7
"Lowder, Rhett",695076,CIN,FF,4-Seam Fastball,-0.2,-1,438,21.2,123,0.257,0.419,0.35,12.6,16.3,14.3,0.272,0.47,0.37,39.5
"Baz, Shane",669358,BAL,FC,Cutter,1.2,5,410,14.9,123,0.243,0.421,0.331,23.1,12.2,17.4,0.264,0.404,0.336,37.6
"Rogers, Taylor",573124,MIN,ST,Sweeper,0.3,1,473,50.2,122,0.278,0.398,0.331,23.2,18.0,15.8,0.225,0.302,0.273,19.3
"Weathers, Ryan",677960,NYY,FF,4-Seam Fastball,-1.7,-9,506,22.2,122,0.282,0.591,0.41,21.6,24.6,18.4,0.271,0.619,0.404,51.2
"May, Dustin",669160,MIL,ST,Sweeper,-1.1,-5,413,18.5,122,0.239,0.339,0.305,28.2,37.7,22.8,0.225,0.344,0.299,34.9
"Gore, MacKenzie",669022,TEX,CU,Curveball,-1.2,-6,504,18.1,122,0.239,0.469,0.331,30.0,27.9,17.9,0.254,0.428,0.323,48.8
"Gilbert, Logan",669302,SEA,FS,Split-Finger,0.3,1,399,14.5,122,0.139,0.209,0.189,40.5,48.4,18.9,0.147,0.208,0.185,23.2
"Brown, Hunter",686613,HOU,SI,Sinker,1.3,6,473,29.7,122,0.208,0.347,0.332,20.8,17.2,19.8,0.201,0.319,0.305,26.3
"Dobnak, Randy",677976,KC,SI,Sinker,1.6,7,419,39.3,121,0.269,0.352,0.313,8.7,6.6,11.4,0.341,0.446,0.38,48.0
"Castillo, Luis",622491,CWS,SL,Slider,-1.4,-8,564,24.8,121,0.292,0.584,0.395,27.1,19.8,12.4,0.248,0.457,0.32,37.8
"Bradish, Kyle",680694,BAL,CU,Curveball,-0.5,-3,560,21.8,121,0.239,0.407,0.306,35.5,27.3,17.9,0.21,0.326,0.263,43.2
